timestamp,temperature,pressure,flow_rate,vibration
2026-04-23 09:32:03,212.9,54.61,98.58,0.55
2026-04-23 09:32:04,212.16,54.93,101.66,0.33
2026-04-23 09:32:05,187.87,47.48,103.48,0.69
2026-04-23 09:32:06,198.87,52.6,98.04,0.62
2026-04-23 09:32:07,186.81,53.41,99.77,0.37
2026-04-23 09:32:08,195.92,52.18,99.73,0.69
2026-04-23 09:32:09,208.5,50.8,73.36,0.52
2026-04-23 09:32:13,212.43,50.08,103.32,0.49
2026-04-23 09:32:14,193.06,47.09,103.51,0.5
2026-04-23 09:32:15,191.89,53.15,103.08,0.6
2026-04-23 09:32:16,195.36,46.67,96.04,0.55
2026-04-23 09:32:17,203.52,51.05,96.73,0.53
2026-04-23 12:35:24,192.24,22.01,96.7,0.47
2026-04-23 12:35:25,214.89,47.45,96.98,0.98
2026-04-23 12:35:26,237.49,52.76,98.97,0.38
2026-04-23 12:35:27,209.47,49.16,101.39,0.57
2026-04-23 12:35:28,211.98,32.02,98.04,0.69
2026-04-23 12:35:29,195.29,46.26,98.86,0.61
2026-04-23 12:35:30,188.92,45.22,97.96,0.33
2026-04-23 12:35:31,206.23,51.84,103.29,0.54
2026-04-23 12:35:32,207.74,53.52,100.44,0.67
2026-04-23 12:35:33,206.25,45.93,95.38,0.44
2026-04-23 12:35:34,210.55,47.78,96.71,0.65
2026-04-23 12:35:35,199.54,54.76,96.75,0.45
2026-04-23 12:35:36,187.12,46.64,97.09,0.56
2026-04-23 12:35:37,207.83,45.1,102.39,0.65
2026-04-23 12:35:38,187.86,46.72,100.33,0.67
2026-04-23 12:35:39,189.23,46.5,101.55,0.44
2026-04-23 12:35:40,199.55,54.2,98.32,0.41
2026-04-23 12:35:41,186.73,53.03,102.87,0.37
2026-04-23 12:35:42,232.06,53.97,96.22,0.33
2026-04-23 12:35:43,186.9,52.17,103.63,0.47
2026-04-23 12:35:44,201.31,51.5,96.02,0.99
2026-04-23 12:35:45,187.26,45.28,104.96,0.64
2026-04-23 12:35:46,188.26,46.29,104.6,0.35
2026-04-23 12:35:47,201.04,45.13,103.4,0.58
2026-04-23 12:35:48,210.28,46.82,99.4,0.68
2026-04-23 12:35:49,205.03,50.11,104.01,0.64
2026-04-23 12:35:50,205.03,47.99,71.01,0.4
2026-04-23 12:35:51,197.58,46.98,96.67,0.55
2026-04-23 12:35:52,195.02,47.16,96.55,1.33
2026-04-23 12:35:53,195.54,46.99,96.77,0.35
2026-04-23 12:35:54,207.7,54.55,98.21,0.42
2026-04-23 12:35:55,197.75,49.75,98.07,0.49
2026-04-23 12:35:57,205.76,47.75,101.32,0.35
2026-04-23 12:35:58,206.95,53.9,104.89,0.66
2026-04-23 12:35:59,195.42,46.8,96.07,0.47
2026-04-23 12:36:00,191.27,45.58,101.89,0.39
2026-04-23 12:36:01,199.55,48.95,101.94,0.41
2026-04-23 12:36:02,195.53,53.04,99.95,0.55
2026-04-23 12:36:03,193.25,45.79,99.05,0.4
2026-04-23 12:36:04,190.27,52.89,103.06,0.49
2026-04-23 12:36:05,187.09,33.09,97.6,0.68
2026-04-23 12:36:06,214.7,49.96,101.31,0.64
2026-04-23 12:36:07,194.26,53.56,95.9,0.68
2026-04-23 12:36:08,211.77,53.4,103.5,0.48
2026-04-23 12:36:09,193.9,45.46,95.08,0.41
2026-04-23 12:36:10,212.32,45.48,100.61,0.33
2026-04-23 12:36:11,205.66,48.2,102.91,0.42
2026-04-23 12:36:12,186.22,47.03,104.17,0.44
2026-04-23 12:36:13,213.82,49.51,99.24,0.64
2026-04-23 12:36:14,213.4,47.07,95.97,0.37
2026-04-23 12:36:15,200.36,53.88,98.37,0.41
2026-04-23 12:36:16,202.47,46.55,102.51,0.44
2026-04-23 12:36:17,209.65,52.66,99.75,0.32
2026-04-23 12:36:18,190.42,54.25,104.23,0.34
2026-04-23 12:36:19,197.0,51.7,101.42,0.46
2026-04-23 12:36:20,210.3,45.59,103.87,0.38
2026-04-23 12:36:21,193.46,46.88,99.58,0.33
2026-04-23 12:36:22,207.49,53.81,99.8,0.39
2026-04-23 12:36:23,194.73,52.68,73.11,0.65
2026-04-23 12:36:24,191.8,49.29,98.76,0.44
2026-04-23 12:36:25,190.61,49.64,98.32,0.51
2026-04-23 12:36:26,213.01,47.74,98.63,0.45
2026-04-23 12:36:27,197.85,48.23,95.94,0.35
2026-04-23 12:36:28,250.05,52.08,96.84,0.31
2026-04-23 12:36:29,200.32,49.47,96.39,0.6
2026-04-23 12:36:30,201.99,52.06,101.62,0.48
2026-04-23 12:36:31,210.47,46.37,102.32,0.69
2026-04-24 04:34:36,195.07,49.71,103.45,0.4
2026-04-24 04:34:37,187.68,50.11,101.61,0.63
2026-04-24 04:34:38,210.46,54.5,96.28,0.4
2026-04-24 04:34:39,209.07,48.89,102.62,0.57
2026-04-24 04:34:40,194.37,48.0,99.04,0.35
2026-04-24 04:34:41,207.36,53.38,99.53,0.59
2026-04-24 04:34:42,204.04,48.49,98.11,0.62
2026-04-24 04:34:43,198.87,51.99,97.58,1.05
2026-04-24 04:34:44,187.7,54.85,96.42,0.69
2026-04-24 04:34:45,185.85,49.78,101.99,0.41
2026-04-24 04:34:46,213.58,45.46,83.28,0.45
2026-04-24 04:34:47,204.37,48.9,97.79,0.6
2026-04-24 04:34:48,210.84,54.3,100.01,0.37
2026-04-24 04:34:49,209.68,46.86,102.76,0.32
2026-04-24 04:34:50,204.81,52.72,104.32,0.5
2026-04-24 04:34:51,202.31,47.57,96.11,0.57
2026-04-24 04:34:52,186.13,45.12,98.23,0.45
2026-04-24 04:34:54,210.32,50.19,75.52,0.65
2026-04-24 04:34:55,193.83,51.39,101.72,0.49
2026-04-24 04:34:56,201.48,54.06,103.21,0.59
2026-04-24 04:34:57,185.55,51.69,101.2,0.36
2026-04-24 04:34:58,206.29,51.71,99.94,0.56
2026-04-24 04:34:59,191.46,45.2,100.96,0.69
2026-04-24 04:35:00,202.16,49.6,100.72,0.7
2026-04-24 04:35:01,199.48,45.6,96.12,0.5
2026-04-24 04:35:02,200.55,47.59,99.2,0.48
2026-04-24 04:35:03,186.2,46.38,100.5,0.58
2026-04-24 04:35:04,191.73,47.18,102.71,0.5
2026-04-24 04:35:05,206.03,51.42,104.73,0.41
2026-04-24 04:35:06,213.99,45.11,97.73,0.56
2026-04-24 04:35:07,197.03,53.94,69.47,0.48
2026-04-24 04:35:08,207.1,54.63,95.92,0.35
2026-04-24 04:35:09,213.56,48.25,68.52,0.36
2026-04-24 04:35:10,188.02,54.55,104.03,0.36
2026-04-24 04:35:11,213.98,51.2,96.84,1.26
2026-04-24 04:35:12,204.97,47.41,100.42,0.69
2026-04-24 04:35:13,211.75,51.72,97.86,0.5
2026-04-24 04:35:14,198.36,48.64,104.95,1.18
2026-04-24 04:35:15,203.26,52.63,97.94,0.5
2026-04-24 04:35:16,203.56,52.06,102.52,0.66
2026-04-24 04:35:17,202.81,47.35,103.22,0.51
2026-04-24 04:35:18,187.28,33.37,95.66,0.61
2026-04-24 04:35:20,196.37,52.96,104.88,0.37
2026-04-24 04:35:21,203.48,49.05,63.54,0.56
2026-04-24 04:35:22,214.53,49.57,95.55,0.53
2026-04-24 04:35:23,195.17,47.72,102.62,0.42
2026-04-24 04:35:24,187.41,49.88,95.45,0.53
2026-04-24 04:35:25,185.04,45.03,101.88,0.55
2026-04-24 04:35:26,206.52,54.37,100.5,0.5
2026-04-24 04:35:27,200.45,52.68,101.98,0.43
2026-04-24 04:35:28,199.97,47.35,100.98,0.35
2026-04-24 04:35:29,205.57,51.5,103.05,0.44
2026-04-24 04:35:30,214.61,52.22,71.93,0.47
2026-04-24 04:35:31,208.57,50.83,98.84,0.32
2026-04-24 04:35:32,187.26,47.33,99.8,0.33
2026-04-24 04:35:33,204.49,51.23,95.8,0.31
2026-04-24 04:35:34,194.36,53.72,96.02,0.57
2026-04-24 04:35:35,239.87,50.07,102.42,0.65
2026-04-24 04:35:36,253.55,47.07,98.72,0.49
2026-04-24 04:35:37,193.45,49.33,99.04,0.32
2026-04-24 04:35:38,188.58,53.04,98.38,0.43
2026-04-24 04:35:39,190.31,54.39,97.61,0.44
2026-04-24 04:35:40,199.3,50.82,102.63,0.4
2026-04-24 04:35:41,197.35,51.81,99.35,0.31
2026-04-24 04:35:42,186.96,54.49,96.5,0.48
2026-04-24 04:35:43,203.39,50.78,101.81,0.39
2026-04-24 04:35:44,193.96,53.01,102.51,0.43
2026-04-24 04:35:45,201.83,52.71,95.65,0.36
2026-04-24 04:35:46,211.91,54.67,103.84,0.41
2026-04-24 04:35:48,203.71,48.33,101.1,0.64
2026-04-24 04:35:49,185.37,45.12,102.62,0.47
2026-04-24 04:35:50,189.62,50.21,103.83,0.46
2026-04-24 04:35:51,199.92,49.05,100.45,0.31
2026-04-24 04:35:52,211.44,50.33,98.82,0.64
2026-04-24 04:35:53,186.91,50.37,65.26,0.32
2026-04-24 04:35:54,208.91,47.51,96.52,0.63
2026-04-24 04:35:55,194.2,47.51,99.89,0.39
2026-04-24 04:35:56,191.16,17.76,95.24,0.34
2026-04-24 04:35:57,200.79,46.68,101.13,0.46
2026-04-24 04:35:58,185.5,51.81,103.55,0.48
2026-04-24 04:35:59,200.38,50.12,101.62,0.56
2026-04-24 04:36:00,197.76,52.71,103.69,0.68
2026-04-24 04:36:01,196.11,54.49,100.74,0.53
2026-04-24 04:36:02,185.93,47.9,100.75,0.47
2026-04-24 04:36:03,210.25,47.0,97.21,0.31
2026-04-24 04:36:04,187.16,50.52,70.81,0.43
2026-04-24 04:36:05,214.47,46.72,99.91,0.32
2026-04-24 04:36:06,187.47,50.87,99.59,0.53
2026-04-24 04:36:07,187.06,46.69,104.03,0.3
2026-04-24 04:36:08,252.62,45.86,98.09,0.38
2026-04-24 04:36:09,193.19,47.9,97.72,0.59
2026-04-24 04:36:10,191.18,50.58,73.97,0.46
2026-04-24 04:36:11,210.1,46.25,70.53,0.41
2026-04-24 04:36:12,194.04,48.33,96.86,0.63
2026-04-24 04:36:13,192.12,51.57,96.14,0.63
2026-04-24 04:36:14,187.83,54.57,99.56,0.62
2026-04-24 04:36:15,198.64,48.54,95.31,0.4
2026-04-24 04:36:17,214.31,46.94,95.69,0.59
2026-04-24 04:36:18,209.7,52.37,97.76,0.35
2026-04-24 04:36:19,186.53,53.82,101.06,0.5
2026-04-24 04:36:20,194.62,54.76,104.06,0.36
2026-04-24 04:36:21,186.4,53.55,78.06,0.61
2026-04-24 04:36:22,206.6,45.72,97.38,0.48
2026-04-24 04:36:23,204.67,49.98,101.17,0.69
2026-04-24 04:36:24,189.49,48.09,100.22,0.32
2026-04-24 04:36:25,210.67,48.36,101.6,0.46
2026-04-24 04:36:26,237.91,48.9,98.3,0.56
2026-04-24 04:36:27,197.96,46.78,102.49,0.52
2026-04-24 04:36:28,198.5,45.37,101.55,0.32
2026-04-24 04:36:29,194.76,50.08,99.64,0.63
2026-04-24 04:36:30,203.93,48.13,100.66,0.45
2026-04-24 04:36:31,214.43,45.0,95.82,0.47
2026-04-24 04:36:32,195.27,54.63,101.96,0.51
2026-04-24 04:36:33,201.21,54.24,100.31,0.66
2026-04-24 04:36:34,211.45,51.91,102.32,0.46
2026-04-24 04:36:35,195.68,51.42,99.08,0.36
2026-04-24 04:36:36,193.45,50.4,103.55,0.6
2026-04-24 04:36:37,196.01,50.87,99.55,0.33
2026-04-24 04:36:38,186.06,49.89,104.58,0.32
2026-04-24 04:36:39,199.19,23.39,95.59,0.67
2026-04-24 04:36:40,197.84,47.51,104.98,0.51
2026-04-24 04:36:41,192.28,48.83,95.55,0.49
2026-04-24 04:36:43,200.82,53.75,99.6,0.39
2026-04-24 04:36:44,195.07,52.83,103.63,0.52
2026-04-24 04:36:45,204.47,49.4,64.61,0.46
2026-04-24 04:36:46,207.2,50.92,100.04,0.38
2026-04-24 04:36:47,190.98,17.3,100.0,0.59
2026-04-24 04:36:48,198.86,45.35,95.6,0.36
2026-04-24 04:36:49,207.65,51.21,104.07,0.58
2026-04-24 04:36:50,196.32,50.61,100.23,0.5
2026-04-24 04:36:51,205.4,46.75,97.42,0.48
2026-04-24 04:36:52,197.26,52.72,98.15,0.67
2026-04-24 04:36:53,212.45,45.07,102.0,0.66
2026-04-24 04:36:54,201.39,53.9,103.32,0.3
2026-04-24 04:36:55,189.28,48.94,102.12,0.38
2026-04-24 04:36:56,211.45,52.92,83.45,0.55
2026-04-24 04:36:57,244.21,49.47,97.55,0.47
2026-04-24 04:36:58,188.88,49.67,99.74,0.51
2026-04-24 04:36:59,207.35,47.56,99.31,0.31
2026-04-24 04:37:00,203.62,47.95,95.81,0.64
2026-04-24 04:37:01,187.52,54.98,97.35,0.52
2026-04-24 04:37:02,244.34,51.2,98.14,0.34
2026-04-24 04:37:03,200.66,53.85,97.23,0.52
2026-04-24 04:37:05,186.98,53.0,102.43,0.54
2026-04-24 04:37:06,186.74,54.42,100.49,0.56
2026-04-24 04:37:07,192.33,48.82,102.93,0.37
2026-04-24 04:37:08,192.36,52.58,96.05,0.47
2026-04-24 04:38:33,212.72,52.92,99.11,0.66
2026-04-24 04:38:34,201.67,52.49,100.91,0.44
2026-04-24 04:38:35,185.83,45.65,95.14,0.67
2026-04-24 04:38:36,187.37,52.92,96.93,0.5
2026-04-24 04:38:37,237.45,51.02,104.72,0.5
2026-04-24 04:38:38,201.28,52.47,101.03,1.47
2026-04-24 04:38:39,193.01,50.83,98.35,0.4
2026-04-24 04:38:40,211.76,48.49,100.59,0.62
2026-04-24 04:38:41,187.16,51.42,100.83,0.56
2026-04-24 04:38:42,211.04,52.86,104.37,0.4
2026-04-24 04:38:43,191.11,48.85,98.79,0.35
2026-04-24 04:39:02,255.53,47.14,99.21,0.51
2026-04-24 04:39:03,191.3,53.57,101.22,0.37
2026-04-24 04:39:04,246.57,49.45,96.04,0.37
2026-04-24 04:39:05,186.04,45.69,101.12,0.35
2026-04-24 04:39:06,210.61,52.65,101.04,0.38
2026-04-24 04:39:07,195.86,49.79,99.2,0.66
2026-04-24 04:39:08,202.33,10.11,96.99,0.4
2026-04-24 04:39:10,196.69,49.33,103.29,0.5
2026-04-24 04:39:11,202.9,45.35,99.05,0.46
2026-04-24 04:39:12,204.66,50.88,101.57,0.46
2026-04-24 04:39:13,204.43,49.19,99.36,0.3
2026-04-24 04:39:14,208.16,48.45,102.14,0.37
2026-04-24 04:39:15,209.18,52.25,95.13,0.62
2026-04-24 04:39:16,206.7,52.52,101.22,0.46
2026-04-24 04:39:17,207.88,51.79,102.85,0.5
2026-04-24 04:39:18,207.22,53.99,97.53,0.63
2026-04-24 04:39:19,190.78,53.9,104.12,0.38
2026-04-24 04:39:20,213.21,54.14,101.15,0.5
2026-04-24 04:39:21,186.18,51.62,95.18,0.69
2026-04-24 04:39:22,206.22,50.69,96.12,0.52
2026-04-24 04:39:23,196.02,53.83,102.28,0.57
2026-04-24 04:39:24,185.05,27.77,101.52,0.45
2026-04-24 04:39:25,213.32,50.19,96.09,0.49
2026-04-24 04:39:26,210.13,49.87,103.91,0.63
2026-04-24 04:39:27,193.16,48.2,96.65,0.62
2026-04-24 04:39:28,213.52,54.27,104.0,0.64
2026-04-24 04:39:29,198.05,50.56,95.27,0.53
2026-04-24 04:39:31,186.85,48.25,95.87,0.63
2026-04-24 04:39:32,188.09,51.07,99.47,0.44
2026-04-24 04:39:33,197.81,48.37,70.82,0.42
2026-04-24 04:39:34,232.24,47.51,101.83,0.55
2026-04-24 04:39:35,193.18,52.7,95.96,0.49
2026-04-24 04:39:36,201.4,45.6,100.78,0.58
2026-04-24 04:39:37,187.41,47.51,96.56,0.68
2026-04-24 04:39:38,206.09,49.49,96.43,0.69
2026-04-24 04:39:39,208.7,51.19,100.07,0.45
2026-04-24 04:39:40,192.01,54.58,95.01,0.52
2026-04-24 04:39:41,194.94,45.82,96.04,0.35
2026-04-24 04:39:42,197.3,11.3,103.47,0.41
2026-04-24 04:39:43,185.75,49.2,97.32,0.34
2026-04-24 04:39:44,212.57,50.5,100.23,1.06
2026-04-24 04:39:45,212.58,54.25,96.59,0.31
2026-04-24 04:39:46,185.95,23.64,101.64,0.69
2026-04-24 04:39:47,190.28,46.45,104.04,0.99
2026-04-24 04:39:48,237.11,53.6,99.33,0.43
2026-04-24 04:39:49,198.25,55.0,100.58,0.65
2026-04-24 04:39:50,187.75,47.67,100.8,0.59
2026-04-24 04:39:51,203.64,52.27,103.58,0.67
2026-04-24 04:39:52,210.94,53.45,100.39,1.03
2026-04-24 04:39:53,202.25,49.25,100.38,0.38
2026-04-24 04:39:54,200.9,54.05,103.63,0.6
2026-04-24 04:39:55,197.34,46.44,64.08,0.47
2026-04-24 04:39:56,230.18,47.26,100.46,0.49
2026-04-24 04:39:57,206.42,46.87,102.96,0.44
2026-04-24 04:39:58,209.23,50.13,104.74,0.69
2026-04-24 04:39:59,193.74,45.07,96.55,0.56
2026-04-24 04:40:00,195.24,47.71,97.56,0.69
2026-04-24 04:40:01,213.59,54.61,95.07,0.53
2026-04-24 04:40:03,232.03,49.01,95.09,0.61
2026-04-24 04:40:04,193.61,50.72,103.6,0.46
2026-04-24 04:40:05,212.9,51.43,103.57,0.69
2026-04-24 04:40:06,196.56,49.47,100.42,0.45
2026-04-24 04:40:07,214.19,46.79,102.01,0.4
2026-04-24 04:40:08,201.41,47.22,95.57,0.56
2026-04-24 04:40:09,197.37,54.54,98.8,0.33
2026-04-24 04:40:10,185.79,54.28,96.1,0.66
2026-04-24 04:40:11,207.8,54.23,96.7,0.34
2026-04-24 04:40:12,188.39,53.99,102.02,0.66
2026-04-24 04:40:13,212.41,47.99,97.34,0.64
2026-04-24 04:40:14,197.15,50.55,98.67,0.46
2026-04-24 04:40:15,186.69,45.81,100.73,0.6
2026-04-24 04:40:16,198.2,48.99,96.07,0.41
2026-04-24 04:40:17,208.96,54.75,98.56,0.68
2026-04-24 04:40:18,209.48,50.74,101.07,0.6
2026-04-24 04:40:19,208.93,46.13,95.22,0.36
2026-04-24 04:40:20,204.12,53.8,84.42,0.62
2026-04-24 04:40:21,198.81,48.51,98.51,0.42
2026-04-24 04:40:22,198.17,52.32,97.49,0.45
2026-04-24 04:40:23,189.71,47.24,97.46,0.69
2026-04-24 04:40:24,210.74,50.46,96.54,1.41
2026-04-24 04:40:25,193.58,46.76,102.57,0.52
2026-04-24 04:40:27,204.17,51.29,97.12,0.66
2026-04-24 04:40:28,205.4,47.27,104.63,0.5
2026-04-24 04:40:29,191.92,46.69,99.43,0.45
2026-04-24 04:40:30,190.15,52.53,102.42,0.59
2026-04-24 04:40:31,209.35,53.78,95.42,0.61
2026-04-24 04:40:32,205.83,50.68,63.58,0.45
2026-04-24 04:40:33,194.02,45.88,103.85,0.61
2026-04-24 04:40:34,193.59,54.0,104.48,0.56
2026-04-24 04:40:35,208.71,28.44,98.28,0.34
2026-04-24 04:40:36,205.93,49.77,96.78,0.36
2026-04-24 04:40:37,190.77,16.48,98.03,0.63
2026-04-24 04:40:38,214.23,51.79,99.52,0.68
2026-04-24 04:40:39,204.01,51.05,103.19,0.63
2026-04-24 04:40:40,191.18,52.5,100.14,0.61
2026-04-24 04:40:41,202.2,53.22,100.98,0.41
2026-04-24 04:40:42,206.32,52.4,102.64,0.52
2026-04-24 04:40:43,210.52,50.29,102.56,0.36
2026-04-24 04:40:44,185.38,52.6,98.03,0.39
2026-04-24 04:40:45,197.54,46.65,102.93,1.19
2026-04-24 04:40:46,197.8,50.5,99.48,0.6
2026-04-24 04:40:47,206.82,49.38,103.74,0.51
2026-04-24 04:40:48,187.79,53.79,99.13,0.49
2026-04-24 04:40:49,203.52,46.67,95.85,0.3
2026-04-24 04:40:50,193.08,49.63,97.09,0.64
2026-04-24 04:40:51,208.14,46.84,95.11,0.43
2026-04-24 04:40:52,186.63,45.79,98.38,0.68
2026-04-24 04:40:53,211.37,50.23,97.93,0.64
2026-04-24 04:40:54,237.39,49.4,97.57,0.47
2026-04-24 04:40:56,195.19,50.37,97.06,0.49
2026-04-24 04:40:57,200.26,48.9,103.1,0.68
2026-04-24 04:40:58,192.93,47.2,95.54,0.32
2026-04-24 04:40:59,200.58,54.19,98.44,0.36
2026-04-24 04:41:00,190.92,49.78,103.93,0.47
2026-04-24 04:41:01,194.61,48.25,96.6,0.62
2026-04-24 04:41:02,195.62,48.4,104.36,0.46
2026-04-24 04:41:03,195.27,50.35,100.19,0.56
2026-04-24 04:41:04,190.4,53.21,100.29,0.64
2026-04-24 04:41:05,208.98,47.5,99.04,0.58
2026-04-24 04:41:06,212.41,49.47,95.23,0.46
2026-04-24 04:41:07,198.64,52.19,98.24,0.61
2026-04-24 04:41:08,211.56,49.7,101.61,0.32
2026-04-24 04:41:09,196.62,51.38,98.77,0.47
2026-04-24 04:41:10,197.14,46.32,101.38,0.5
2026-04-24 04:41:11,197.66,46.06,97.68,0.35
2026-04-24 04:41:12,193.54,53.95,98.92,0.46
2026-04-24 04:41:13,206.58,32.73,99.84,0.4
2026-04-24 04:41:14,209.64,52.8,96.4,0.43
2026-04-24 04:41:15,201.4,46.34,97.33,0.45
2026-04-24 04:41:16,203.29,54.61,98.0,0.65
2026-04-24 04:41:17,210.78,51.75,103.99,0.43
2026-04-24 04:41:18,214.53,46.23,104.28,0.45
2026-04-24 04:41:19,206.53,46.02,102.83,0.64
2026-04-24 04:41:20,190.03,48.25,80.27,0.46
2026-04-24 04:41:22,191.59,49.04,100.15,0.58
2026-04-24 04:41:23,211.53,52.21,97.26,0.68
2026-04-24 04:41:24,202.54,46.09,97.07,0.46
2026-04-24 04:41:25,195.79,54.14,95.03,0.41
2026-04-24 04:41:26,190.17,48.27,104.53,0.67
2026-04-24 04:41:27,205.57,54.06,99.86,0.55
2026-04-24 04:41:28,214.25,53.19,96.84,0.34
2026-04-24 04:41:29,206.39,46.84,104.75,0.42
2026-04-24 04:41:30,211.51,51.27,98.31,0.64
2026-04-24 04:41:31,204.27,48.57,97.14,0.31
2026-04-24 04:41:32,194.71,46.81,64.47,0.32
2026-04-24 04:41:33,208.91,47.1,95.13,0.38
2026-04-24 04:41:34,189.19,53.36,105.0,0.47
2026-04-24 04:41:35,214.69,45.84,97.04,0.6
2026-04-24 04:41:36,185.29,54.16,96.41,0.38
2026-04-24 04:41:37,195.25,53.65,103.25,0.42
2026-04-24 04:41:38,209.43,53.42,100.86,0.6
2026-04-24 04:41:39,207.36,47.78,101.9,0.48
2026-04-24 04:41:40,196.83,51.02,98.34,0.69
2026-04-24 04:41:42,204.73,10.55,96.83,0.53
2026-04-24 04:41:43,199.79,47.99,96.63,0.67
2026-04-24 04:41:44,206.9,49.77,97.87,0.48
2026-04-24 04:41:45,199.14,45.12,102.57,0.42
2026-04-24 04:41:46,190.79,49.23,99.31,0.39
2026-04-24 04:41:47,197.73,47.73,97.07,0.42
2026-04-24 04:41:48,202.02,48.92,99.36,0.63
2026-04-24 04:41:49,202.14,45.59,103.82,0.5
2026-04-24 04:41:50,197.86,52.96,95.96,0.49
2026-04-24 04:41:51,204.18,17.07,104.85,0.36
2026-04-24 04:41:52,204.15,52.49,102.32,0.31
2026-04-24 04:41:53,205.3,50.89,95.35,0.4
2026-04-24 04:41:54,188.39,54.78,102.63,0.49
2026-04-24 04:41:55,213.22,19.16,103.87,0.53
2026-04-24 04:41:56,190.38,47.31,98.89,0.41
2026-04-24 04:41:57,189.55,47.31,98.5,0.65
2026-04-24 04:41:58,203.49,51.6,101.97,0.4
2026-04-24 04:41:59,209.2,46.56,101.36,0.67
2026-04-24 04:42:00,214.2,48.22,102.32,0.31
2026-04-24 04:42:01,188.51,50.47,100.69,0.37
2026-04-24 04:42:02,202.78,51.26,96.62,0.57
2026-04-24 04:42:03,213.92,54.09,99.14,0.35
2026-04-24 04:42:04,202.9,46.1,104.67,1.25
2026-04-24 04:42:05,187.74,50.77,98.76,0.38
2026-04-24 04:42:06,187.66,50.91,99.36,0.33
2026-04-24 04:42:07,193.14,18.28,98.56,0.37
2026-04-24 04:42:08,201.56,52.89,99.44,0.54
2026-04-24 04:42:10,193.27,53.58,103.29,0.5
2026-04-24 04:42:11,194.11,50.96,96.97,0.47
2026-04-24 04:42:12,197.38,45.63,95.27,0.44
2026-04-24 04:42:13,212.28,53.51,99.21,0.42
2026-04-24 04:42:14,212.01,45.17,98.2,0.4
2026-04-24 04:42:15,194.72,54.16,104.82,0.38
2026-04-24 04:42:16,191.41,49.7,97.92,0.61
2026-04-24 04:42:17,188.1,47.3,64.74,0.64
2026-04-24 04:42:18,208.99,49.27,70.24,0.63
2026-04-24 04:42:19,195.91,51.06,102.85,0.63
2026-04-24 04:42:20,236.33,52.01,100.64,0.33
2026-04-24 04:42:21,199.46,51.75,99.76,0.61
2026-04-24 04:42:22,211.22,48.9,100.27,0.67
2026-04-24 04:42:23,208.74,52.72,96.59,0.52
2026-04-24 04:42:24,190.39,45.13,104.48,0.37
2026-04-24 04:42:25,206.1,54.85,101.93,1.34
2026-04-24 04:42:26,198.05,48.1,102.28,0.42
2026-04-24 04:42:27,185.85,54.37,100.75,0.62
2026-04-24 04:42:28,189.37,54.34,98.77,0.44
2026-04-24 04:42:29,211.91,51.3,102.29,0.44
2026-04-24 04:42:30,185.11,46.5,99.54,0.49
2026-04-24 04:42:31,203.45,52.72,95.79,0.65
2026-04-24 04:42:32,188.82,53.5,101.16,0.33
2026-04-24 04:42:33,209.61,47.52,99.69,0.55
